packet, cpu, lpm, IRQ, transmit, listenpacket, cpu, lpm, IRQ, transmit, listen1,1852,349460,10,267,188
2,2643,381436,10,534,32681
3,3441,413406,11,801,65174
4,4263,445352,10,1068,97667
5,5190,477194,11,1335,130160
6,6119,509033,10,1602,162653
7,7048,540872,11,1869,195146
8,7976,572711,11,2136,227639
9,8905,604550,10,2403,260132
10,9834,636389,10,2670,292625
11,10765,668226,10,2937,325118
12,11699,700060,10,3204,357611
13,12633,731894,10,3471,390104
14,13568,763728,10,3738,422597
15,14502,795562,10,4005,455090
16,15431,827400,10,4272,487583
17,16240,859359,10,4539,520076
18,17048,891319,9,4806,552569
19,17853,923282,9,5073,585062
20,18658,955245,10,5340,617555
21,19466,987205,10,5607,650048
22,20274,1019165,10,5874,682541
23,21085,1051122,10,6141,715034
24,21897,1083079,10,6408,747527
25,22708,1115036,10,6675,780020
26,23518,1146993,10,6942,812513
27,24329,1178950,10,7209,845006
28,25140,1210907,10,7476,877499
29,25951,1242864,10,7743,909992
30,26762,1274821,10,8010,942485
31,27573,1306778,10,8277,974978
32,28384,1338735,10,8544,1007471
33,29199,1370689,10,8811,1039964
34,30013,1402643,10,9078,1072457
35,30827,1434597,10,9345,1104950
36,31641,1466551,10,9612,1137444
37,32456,1498504,10,9879,1169937
38,33271,1530457,64,10146,1202430
39,34089,1562407,190,10413,1234923
40,34910,1594354,316,10680,1267416
41,35732,1626301,442,10947,1299909
42,36553,1658248,568,11214,1332402
43,37374,1690195,694,11481,1364895
44,38194,1722142,820,11748,1397388
45,39015,1754089,946,12015,1429881
46,39836,1786036,1072,12282,1462374
47,40659,1817981,1198,12549,1494867
48,41482,1849926,1324,12816,1527359
49,42306,1881870,1450,13083,1559851
50,43131,1913814,1576,13350,1592343
51,43955,1945758,1702,13617,1624835
52,44779,1977702,1828,13884,1657327
53,45602,2009646,1954,14151,1689819
54,46425,2041591,2080,14418,1722311
55,47248,2073536,2206,14685,1754803
56,48072,2105480,2331,14952,1787295
57,48895,2137425,2457,15219,1819787
58,49719,2169369,2583,15487,1852279
59,50543,2201313,2709,15755,1884771
60,51367,2233257,2835,16023,1917263
61,52192,2265201,2961,16291,1949755
62,53016,2297145,3087,16559,1982247
63,53839,2329089,3213,16827,2014739
64,54662,2361034,3339,17095,2047231
65,55485,2392979,3466,17363,2079723
66,56308,2424924,3593,17631,2112215
67,57132,2456868,3718,17899,2144707
68,57956,2488812,3844,18167,2177199
69,58781,2520756,3970,18435,2209691
70,59605,2552700,4096,18703,2242183
71,60428,2584644,4222,18971,2274675
72,61251,2616589,4348,19239,2307167
73,62074,2648534,4376,19507,2339659
74,62897,2680479,4376,19775,2372151
75,63720,2712424,4376,20043,2404643
76,64544,2744368,4376,20311,2437135
77,65368,2776312,4376,20579,2469627
78,66193,2808256,4376,20847,2502119
79,67017,2840200,4376,21115,2534611
80,67841,2872144,4376,21383,2567104
81,68664,2904088,4376,21651,2599597
82,69487,2936033,4376,21919,2632090
83,70310,2967978,4376,22187,2664583
84,71133,2999923,4376,22455,2697076
85,71957,3031867,4376,22723,2729569
86,72781,3063811,4376,22991,2762062
87,73606,3095755,4376,23259,2794555
88,74430,3127699,4376,23526,2827048
89,75254,3159643,4376,23793,2859541
90,76077,3191587,4376,24060,2892034
91,76900,3223532,4376,24327,2924527
92,77723,3255477,4376,24594,2957020
93,78546,3287422,4376,24861,2989513
94,79369,3319367,4376,25128,3022006
95,80192,3351312,4376,25395,3054499
96,81017,3383256,4376,25662,3086992
97,81841,3415200,4376,25929,3119485
98,82665,3447144,4376,26196,3151978
99,83488,3479088,4376,26463,3184471
100,84311,3511033,4376,26730,3216964
101,85137,3542975,4376,26997,3249457
102,85963,3574917,4376,27264,3281950
103,86789,3606859,4376,27531,3314443
104,87615,3638801,4376,27798,3346936
105,88441,3670743,4376,28065,3379429
106,89268,3702685,4376,28332,3411922
107,90094,3734627,4376,28599,3444415
108,90919,3766569,4376,28866,3476908
109,91745,3798511,4376,29133,3509401
110,92571,3830453,4376,29400,3541894
111,93397,3862395,4376,29667,3574387
112,94223,3894337,4376,29934,3606880
113,95049,3926279,4376,30201,3639373
114,95911,3958185,4376,30468,3671866
115,96863,3990002,4376,30735,3704359
116,97814,4021819,4376,31002,3736852
117,98765,4053636,4376,31269,3769345
118,99716,4085453,4376,31536,3801838
119,100666,4117270,4376,31803,3834331
120,101620,4149084,4376,32070,3866824
121,102574,4180898,4377,32337,3899317
122,103528,4212712,4377,32604,3931810
123,104482,4244526,4377,32871,3964303
124,105437,4276340,4377,33138,3996796
125,106391,4308154,4377,33405,4029289
126,107333,4339980,4377,33672,4061782
127,108160,4371920,4377,33939,4094275
128,108988,4403860,4376,34206,4126768
129,109816,4435800,4376,34473,4159261
130,110644,4467740,4376,34740,4191754
131,111472,4499680,4376,35007,4224247
132,112300,4531620,4376,35274,4256740
133,113129,4563560,4376,35541,4289233
134,113957,4595500,4376,35808,4321726
135,114784,4627440,4376,36075,4354219
136,115612,4659380,4376,36342,4386712
137,116440,4691320,4376,36609,4419205
138,117268,4723260,4376,36876,4451698
139,118096,4755200,4376,37143,4484191
140,118924,4787140,4376,37410,4516684
141,119752,4819080,4376,37677,4549177
142,120580,4851020,4376,37944,4581670
143,121409,4882960,4376,38211,4614163
144,122237,4914900,4376,38478,4646656
145,123065,4946840,4376,38745,4679149
146,123893,4978780,4376,39012,4711643
147,124722,5010719,4376,39279,4744136
148,125551,5042658,4441,39546,4776629
149,126380,5074597,4567,39813,4809122
150,127209,5106536,4693,40080,4841615
151,128038,5138475,4819,40347,4874108
152,128868,5170414,4945,40614,4906601
153,129697,5202353,5071,40881,4939094
154,130525,5234292,5197,41148,4971587
155,131354,5266231,5323,41415,5004080
156,132183,5298170,5449,41682,5036573
157,133012,5330109,5575,41949,5069066
158,133841,5362048,5701,42216,5101558
159,134670,5393987,5827,42483,5134050
160,135500,5425926,5953,42750,5166542
161,136329,5457865,6079,43017,5199034
162,137158,5489804,6205,43284,5231526
163,137987,5521743,6331,43551,5264018
164,138815,5553682,6457,43818,5296510
165,139644,5585621,6583,44085,5329002
166,140473,5617560,6709,44352,5361494
167,141302,5649499,6834,44619,5393986
168,142131,5681438,6960,44887,5426478
169,142960,5713377,7087,45155,5458970
170,143790,5745316,7212,45423,5491462
171,144618,5777255,7339,45691,5523954
172,145448,5809194,7465,45959,5556446
173,146276,5841133,7591,46227,5588938
174,147105,5873072,7717,46495,5621430
175,147934,5905011,7844,46763,5653922
176,148763,5936950,7970,47031,5686414
177,149592,5968889,8096,47299,5718906
178,150421,6000828,8222,47567,5751398
179,151251,6032767,8348,47835,5783890
180,152080,6064706,8474,48103,5816382
181,152908,6096645,8600,48371,5848874
182,153737,6128584,8725,48639,5881366
183,154566,6160523,8743,48907,5913858
184,155395,6192462,8743,49175,5946350
185,156224,6224401,8743,49443,5978842
186,157053,6256340,8743,49711,6011334
187,157882,6288279,8743,49979,6043826
188,158712,6320218,8743,50247,6076318
189,159541,6352157,8743,50515,6108810
190,160370,6384096,8743,50783,6141303
191,161198,6416035,8743,51051,6173796
192,162027,6447974,8743,51319,6206289
193,162856,6479913,8743,51587,6238782
194,163685,6511852,8743,51855,6271275
195,164514,6543791,8743,52123,6303768
196,165343,6575730,8743,52391,6336261
197,166173,6607669,8743,52659,6368754
198,167002,6639608,8743,52926,6401247
199,167831,6671547,8743,53193,6433740
200,168659,6703486,8743,53460,6466233
201,169488,6735425,8743,53727,6498726
202,170317,6767364,8743,53994,6531219
203,171146,6799303,8743,54261,6563712
204,171975,6831242,8743,54528,6596205
205,172804,6863181,8743,54795,6628698
206,173633,6895120,8743,55062,6661191
207,174463,6927059,8743,55329,6693684
208,175292,6958998,8743,55596,6726177
209,176120,6990937,8743,55863,6758670
210,176949,7022876,8743,56130,6791163
211,177778,7054815,8743,56397,6823656
212,178607,7086754,8743,56664,6856149
213,179436,7118693,8743,56931,6888642
214,180265,7150632,8743,57198,6921135
215,181095,7182571,8743,57465,6953628
216,181924,7214510,8743,57732,6986121
217,182753,7246449,8743,57999,7018614
218,183581,7278388,8743,58266,7051107
219,184410,7310327,8743,58533,7083600
220,185239,7342266,8743,58800,7116093
221,186068,7374205,8743,59067,7148586
222,186897,7406144,8743,59334,7181079
223,187726,7438083,8744,59601,7213572
224,188604,7469973,8744,59868,7246065
225,189558,7501787,8744,60135,7278558
226,190513,7533601,8744,60402,7311051
