packet, cpu, lpm, IRQ, transmit, listenpacket, cpu, lpm, IRQ, transmit, listen1,1482,349502,0,58,36
2,1896,381855,0,116,32746
3,2323,414196,0,174,65456
4,2750,446537,0,232,98166
5,3177,478878,0,290,130876
6,3606,511217,0,348,163586
7,4035,543556,0,406,196296
8,4465,575895,0,464,229006
9,4879,608249,0,522,261716
10,5181,640715,0,580,294426
11,5485,673178,0,638,327136
12,5791,705641,0,696,359847
13,6097,738103,0,754,392557
14,6403,770565,0,812,425267
15,6709,803027,0,870,457977
16,7015,835489,0,928,490687
17,7321,867951,0,986,523397
18,7627,900413,0,1044,556107
19,7936,932872,0,1102,588817
20,8245,965331,0,1160,621527
21,8555,997790,0,1218,654237
22,8864,1030249,0,1276,686947
23,9176,1062705,0,1333,719657
24,9487,1095161,0,1390,752367
25,9799,1127617,0,1447,785077
26,10111,1160073,0,1504,817787
27,10426,1192526,0,1561,850497
28,10741,1224979,0,1618,883207
29,11056,1257432,0,1675,915917
30,11371,1289885,0,1732,948627
31,11686,1322338,0,1789,981337
32,12001,1354791,0,1846,1014047
33,12319,1387241,0,1903,1046756
34,12637,1419691,0,1960,1079465
35,12959,1452138,0,2017,1112174
36,13401,1484464,0,2074,1144883
37,13845,1516788,0,2131,1177592
38,14289,1549112,0,2188,1210302
39,14732,1581436,0,2245,1243012
40,15176,1613760,0,2302,1275722
41,15620,1646084,0,2359,1308432
42,16064,1678408,67,2416,1341142
43,16511,1710729,194,2473,1373852
44,16960,1743048,321,2530,1406562
45,17409,1775367,448,2587,1439272
46,17858,1807686,575,2644,1471982
47,18307,1840005,702,2701,1504692
48,18756,1872324,829,2758,1537402
49,19206,1904643,956,2815,1570112
50,19655,1936962,1083,2873,1602822
51,20107,1969278,1210,2931,1635532
52,20559,2001594,1337,2989,1668242
53,21010,2033910,1464,3047,1700952
54,21462,2066226,1591,3105,1733662
55,21914,2098542,1718,3163,1766372
56,22366,2130858,1845,3221,1799082
57,22818,2163174,1972,3279,1831792
58,23270,2195490,2099,3337,1864502
59,23722,2227806,2226,3395,1897212
60,24174,2260122,2353,3453,1929922
61,24626,2292438,2480,3511,1962632
62,25078,2324754,2607,3569,1995342
63,25530,2357070,2734,3627,2028052
64,25983,2389386,2861,3685,2060762
65,26435,2421702,2988,3743,2093472
66,26887,2454018,3115,3801,2126182
67,27339,2486334,3242,3859,2158892
68,27790,2518650,3369,3917,2191602
69,28242,2550966,3495,3975,2224312
70,28694,2583282,3622,4033,2257022
71,29146,2615598,3749,4091,2289732
72,29598,2647914,3876,4149,2322442
73,30050,2680230,4003,4207,2355152
74,30502,2712546,4130,4265,2387862
75,30954,2744862,4257,4323,2420572
76,31406,2777178,4384,4381,2453282
77,31858,2809494,4511,4439,2485992
78,32311,2841810,4638,4497,2518702
79,32763,2874126,4765,4555,2551412
80,33215,2906442,4892,4613,2584122
81,33667,2938758,5019,4671,2616832
82,34118,2971074,5146,4729,2649542
83,34570,3003390,5273,4787,2682252
84,35022,3035706,5400,4845,2714962
85,35474,3068022,5527,4903,2747672
86,35926,3100338,5654,4961,2780382
87,36378,3132654,5781,5019,2813092
88,36830,3164970,5908,5077,2845802
89,37282,3197286,6035,5135,2878512
90,37734,3229602,6162,5193,2911222
91,38186,3261918,6289,5251,2943932
92,38639,3294234,6416,5309,2976642
93,39091,3326550,6543,5367,3009352
94,39543,3358866,6670,5425,3042062
95,39995,3391182,6797,5483,3074772
96,40447,3423498,6924,5541,3107482
97,40898,3455814,6964,5599,3140192
98,41350,3488130,6964,5657,3172902
99,41802,3520446,6964,5715,3205612
100,42254,3552762,6964,5773,3238322
101,42709,3585075,6964,5831,3271032
102,43164,3617388,6964,5889,3303742
103,43619,3649701,6964,5947,3336452
104,44074,3682014,6964,6005,3369162
105,44529,3714327,6964,6063,3401872
106,44984,3746640,6964,6121,3434582
107,45439,3778953,6964,6179,3467292
108,45895,3811266,6964,6237,3500002
109,46350,3843579,6964,6295,3532712
110,46805,3875892,6964,6353,3565422
111,47259,3908205,6964,6411,3598132
112,47714,3940518,6964,6469,3630842
113,48169,3972831,6964,6527,3663552
114,48624,4005144,6964,6585,3696262
115,49079,4037457,6964,6643,3728972
116,49534,4069770,6964,6701,3761682
117,49989,4102083,6964,6759,3794392
118,50444,4134396,6964,6817,3827102
119,50899,4166709,6964,6875,3859812
120,51354,4199022,6964,6933,3892522
121,51810,4231335,6964,6991,3925232
