packet; cpu; lpm; IRQ; transmit; listen
169;142672;5713686;8576;45174;5458951
170;143501;5745625;8576;45442;5491444
171;144329;5777564;8576;45710;5523937
172;145158;5809503;8576;45978;5556430
173;145987;5841442;8576;46246;5588923
174;146816;5873381;8576;46514;5621416
175;147645;5905320;8576;46782;5653909
176;148474;5937259;8576;47050;5686402
177;149304;5969198;8576;47318;5718895
178;150133;6001137;8576;47585;5751388
179;150962;6033076;8576;47852;5783881
180;151790;6065015;8576;48119;5816374
181;152619;6096954;8576;48386;5848867
182;153448;6128893;8576;48653;5881360
183;154277;6160832;8576;48920;5913853
184;155106;6192771;8576;49187;5946346
185;155935;6224710;8576;49454;5978839
186;156765;6256649;8576;49721;6011332
187;157594;6288588;8576;49988;6043825
188;158423;6320527;8576;50255;6076318
189;159251;6352466;8576;50522;6108811
190;160080;6384405;8576;50789;6141304
191;160909;6416344;8576;51056;6173797
192;161738;6448283;8576;51323;6206290
193;162567;6480222;8576;51590;6238783
194;163396;6512161;8576;51857;6271276
195;164226;6544100;8576;52124;6303769
196;165055;6576039;8576;52391;6336262
197;165884;6607978;8576;52658;6368755
198;166712;6639917;8576;52925;6401248
199;167541;6671856;8576;53192;6433741
200;168370;6703795;8576;53459;6466234
201;169199;6735734;8577;53726;6498727
202;170028;6767673;8576;53993;6531220
203;170872;6799597;8577;54260;6563713
204;171827;6831411;8577;54527;6596206
205;172781;6863225;8577;54794;6628699
206;173735;6895039;8577;55061;6661192
207;174688;6926853;8577;55328;6693685
208;175642;6958667;8576;55595;6726178
209;176596;6990481;8576;55862;6758671
210;177550;7022295;8576;56129;6791164
211;178504;7054109;8577;56396;6823657
212;179458;7085923;8576;56663;6856150
213;180413;7117737;8576;56930;6888643
214;181367;7149551;8576;57197;6921136
215;182294;7181392;8577;57464;6953629
216;183122;7213332;8577;57731;6986122
217;183949;7245272;8575;57998;7018615
218;184777;7277212;8576;58265;7051108
219;185605;7309152;8576;58532;7083601
220;186433;7341092;8576;58799;7116094
221;187261;7373032;8576;59066;7148587
222;188089;7404972;8576;59333;7181080
223;188918;7436912;8576;59600;7213573
224;189746;7468852;8576;59867;7246066
225;190573;7500792;8576;60134;7278559
226;191401;7532732;8576;60401;7311052
227;192229;7564672;8576;60668;7343545
228;193057;7596612;8576;60935;7376038
229;193885;7628552;8576;61202;7408531
230;194713;7660492;8576;61469;7441024
231;195542;7692432;8576;61736;7473517
232;196370;7724372;8576;62003;7506010
233;197198;7756312;8576;62270;7538503
234;198026;7788252;8576;62537;7570997
235;198855;7820191;8576;62804;7603490
236;199684;7852130;8590;63071;7635983
237;200513;7884069;8716;63338;7668476
238;201342;7916008;8842;63605;7700969
239;202172;7947947;8968;63872;7733462
240;203001;7979886;9094;64139;7765955
241;203829;8011825;9220;64406;7798448
242;204658;8043764;9346;64673;7830941
243;205487;8075703;9472;64940;7863434
244;206316;8107642;9598;65207;7895927
245;207145;8139581;9724;65474;7928420
246;207974;8171520;9850;65741;7960912
247;208803;8203459;9976;66008;7993404
248;209632;8235398;10102;66275;8025896
249;210465;8267334;10228;66542;8058388
250;211297;8299270;10354;66809;8090880
251;212128;8331206;10480;67076;8123372
252;212960;8363142;10606;67343;8155864
253;213792;8395078;10732;67610;8188356
254;214624;8427014;10857;67877;8220848
255;215456;8458950;10984;68144;8253340
256;216288;8490886;11109;68412;8285832
257;217121;8522822;11235;68680;8318324
258;217953;8554758;11361;68948;8350816
259;218784;8586694;11487;69216;8383308
260;219617;8618630;11613;69484;8415800
261;220448;8650566;11739;69752;8448292
262;221280;8682502;11866;70020;8480784
263;222112;8714438;11992;70288;8513276
264;222944;8746374;12118;70556;8545768
265;223776;8778310;12244;70824;8578260
266;224609;8810246;12371;71092;8610752
267;225441;8842182;12497;71360;8643244
268;226272;8874118;12622;71628;8675736
269;227104;8906054;12749;71896;8708228
270;227936;8937990;12829;72164;8740720
271;228768;8969926;12829;72432;8773212
272;229600;9001862;12829;72700;8805704
273;230432;9033798;12829;72968;8838196
274;231264;9065734;12829;73236;8870688
275;232097;9097670;12829;73504;8903180
276;232929;9129606;12829;73772;8935672
277;233761;9161542;12829;74040;8968165
278;234592;9193478;12829;74308;9000658
279;235424;9225414;12829;74576;9033151
280;236256;9257350;12829;74844;9065644
281;237088;9289286;12829;75112;9098137
282;237920;9321222;12829;75380;9130630
283;238752;9353158;12829;75648;9163123
284;239585;9385094;12829;75916;9195616
285;240417;9417030;12829;76183;9228109
286;241249;9448966;12829;76450;9260602
287;242081;9480902;12829;76717;9293095
288;242912;9512838;12829;76984;9325588
289;243744;9544774;12829;77251;9358081
290;244576;9576710;12829;77518;9390574
291;245408;9608646;12829;77785;9423067
292;246240;9640582;12829;78052;9455560
293;247072;9672518;12829;78319;9488053
294;247905;9704454;12829;78586;9520546
295;248737;9736390;12829;78853;9553039
296;249568;9768326;12829;79120;9585532
297;250400;9800262;12829;79387;9618025
298;251232;9832198;12829;79654;9650518
299;252064;9864134;12829;79921;9683011
300;252897;9896070;12829;80189;9715504
