packet; cpu; lpm; IRQ; transmit; listen
188;159618;6319310;5837;50236;6076337
189;160446;6351250;5837;50503;6108830
190;161274;6383190;5837;50770;6141323
191;162102;6415130;5837;51037;6173816
192;162931;6447070;5837;51304;6206309
193;163759;6479010;5837;51571;6238802
194;164587;6510950;5837;51838;6271295
195;165415;6542890;5837;52105;6303788
196;166242;6574830;5837;52372;6336281
197;167071;6606770;5837;52639;6368775
198;167900;6638709;5837;52906;6401268
199;168729;6670648;5884;53173;6433761
200;169558;6702587;6010;53440;6466254
201;170387;6734526;6136;53707;6498747
202;171216;6766465;6262;53974;6531240
203;172046;6798404;6388;54241;6563733
204;172875;6830343;6514;54508;6596226
205;173703;6862282;6640;54775;6628719
206;174533;6894221;6766;55042;6661212
207;175361;6926160;6892;55309;6693705
208;176190;6958099;7018;55576;6726198
209;177019;6990038;7144;55843;6758691
210;177848;7021977;7270;56110;6791184
211;178677;7053916;7396;56377;6823676
212;179506;7085855;7522;56644;6856168
213;180335;7117794;7648;56911;6888660
214;181164;7149733;7774;57178;6921152
215;181994;7181672;7900;57445;6953644
216;182823;7213611;8026;57712;6986136
217;183651;7245550;8152;57979;7018628
218;184480;7277489;8278;58246;7051120
219;185309;7309428;8404;58513;7083612
220;186138;7341367;8530;58780;7116104
221;186967;7373306;8655;59047;7148596
222;187796;7405245;8782;59314;7181088
223;188625;7437184;8907;59582;7213580
224;189454;7469123;9033;59850;7246072
225;190284;7501062;9159;60118;7278564
226;191113;7533001;9285;60386;7311056
227;191942;7564940;9412;60654;7343548
228;192770;7596879;9537;60922;7376040
229;193599;7628818;9663;61190;7408532
230;194428;7660757;9789;61458;7441024
231;195257;7692696;9915;61726;7473516
232;196086;7724635;10043;61994;7506008
233;196918;7756571;10168;62262;7538500
234;197750;7788507;10294;62530;7570992
235;198582;7820443;10420;62798;7603484
236;199414;7852379;10546;63066;7635976
237;200247;7884315;10672;63334;7668468
238;201079;7916251;10798;63602;7700960
239;201911;7948187;10924;63870;7733452
240;202742;7980123;11050;64138;7765944
241;203574;8012059;11127;64406;7798436
242;204406;8043995;11127;64674;7830928
243;205238;8075931;11127;64942;7863420
244;206070;8107867;11127;65210;7895912
245;206902;8139803;11127;65478;7928404
246;207734;8171739;11127;65746;7960896
247;208567;8203675;11127;66014;7993388
248;209399;8235611;11127;66282;8025880
249;210231;8267547;11127;66550;8058372
250;211063;8299483;11127;66818;8090865
251;211894;8331419;11127;67086;8123358
252;212726;8363355;11127;67354;8155851
253;213558;8395291;11127;67622;8188344
254;214390;8427227;11127;67890;8220837
255;215222;8459163;11127;68158;8253330
256;216054;8491099;11127;68426;8285823
257;216886;8523035;11127;68694;8318316
258;217719;8554971;11127;68962;8350809
259;218551;8586907;11127;69229;8383302
260;219383;8618843;11127;69496;8415795
261;220215;8650779;11127;69763;8448288
262;221046;8682715;11127;70030;8480781
263;221878;8714651;11127;70297;8513274
264;222710;8746587;11127;70564;8545767
265;223542;8778523;11127;70831;8578260
266;224374;8810459;11127;71098;8610753
267;225206;8842395;11127;71365;8643246
268;226038;8874331;11127;71632;8675739
269;226870;8906267;11127;71899;8708232
270;227703;8938203;11127;72166;8740725
271;228534;8970139;11127;72433;8773218
272;229367;9002075;11127;72700;8805711
273;230198;9034011;11127;72967;8838204
274;231030;9065947;11127;73234;8870697
275;231862;9097883;11127;73501;8903190
276;232694;9129819;11127;73768;8935683
277;233526;9161755;11127;74035;8968176
278;234358;9193691;11127;74302;9000669
279;235190;9225627;11127;74569;9033162
280;236023;9257563;11127;74836;9065655
281;236855;9289499;11127;75103;9098148
282;237686;9321435;11127;75370;9130641
283;238518;9353371;11127;75637;9163134
284;239350;9385307;11127;75904;9195627
285;240182;9417243;11127;76171;9228120
286;241014;9449179;11127;76438;9260613
287;241846;9481115;11127;76705;9293106
288;242678;9513051;11127;76972;9325599
289;243510;9544987;11127;77239;9358092
290;244390;9576875;11127;77506;9390585
291;245347;9608686;11127;77773;9423078
292;246305;9640497;11128;78040;9455571
293;247261;9672308;11127;78307;9488064
294;248219;9704119;11127;78574;9520557
295;249175;9735930;11128;78841;9553050
296;250132;9767741;11128;79108;9585543
297;251089;9799552;11127;79375;9618036
298;252046;9831363;11128;79642;9650529
299;253003;9863174;11128;79909;9683022
300;253961;9894985;11127;80176;9715516
